DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1016/s0140-6736(16)31279-x,27692469,,Interventions to prevent and reduce physician burnout: a systematic review and meta-analysis,"Summary  Background  Physician burnout has reached epidemic levels, as documented in national studies of both physicians in training and practising physicians. The consequences are negative effects on patient care, professionalism, physicians' own care and safety, and the viability of health-care systems. A more complete understanding than at present of the quality and outcomes of the literature on approaches to prevent and reduce burnout is necessary.  Methods  In this systematic review and meta-analysis, we searched MEDLINE, Embase, PsycINFO, Scopus, Web of Science, and the Education Resources Information Center from inception to Jan 15, 2016, for studies of interventions to prevent and reduce physician burnout, including single-arm pre-post comparison studies. We required studies to provide physician-specific burnout data using burnout measures with validity support from commonly accepted sources of evidence. We excluded studies of medical students and non-physician health-care providers. We considered potential eligibility of the abstracts and extracted data from eligible studies using a standardised form. Outcomes were changes in overall burnout, emotional exhaustion score (and high emotional exhaustion), and depersonalisation score (and high depersonalisation). We used random-effects models to calculate pooled mean difference estimates for changes in each outcome.  Findings  We identified 2617 articles, of which 15 randomised trials including 716 physicians and 37 cohort studies including 2914 physicians met inclusion criteria. Overall burnout decreased from 54% to 44% (difference 10% [95% CI 5–14]; p I  2 =15%; 14 studies), emotional exhaustion score decreased from 23·82 points to 21·17 points (2·65 points [1·67–3·64]; p I  2 =82%; 40 studies), and depersonalisation score decreased from 9·05 to 8·41 (0·64 points [0·15–1·14]; p=0·01;  I  2 =58%; 36 studies). High emotional exhaustion decreased from 38% to 24% (14% [11–18]; p I  2 =0%; 21 studies) and high depersonalisation decreased from 38% to 34% (4% [0–8]; p=0·04;  I  2 =0%; 16 studies).  Interpretation  The literature indicates that both individual-focused and structural or organisational strategies can result in clinically meaningful reductions in burnout among physicians. Further research is needed to establish which interventions are most effective in specific populations, as well as how individual and organisational solutions might be combined to deliver even greater improvements in physician wellbeing than those achieved with individual solutions.  Funding  Arnold P Gold Foundation Research Institute.","Colin Patrick West,Liselotte N. Dyrbye,Liselotte (Lotte) Dyrbye,Patricia J. Erwin,Tait D. Shanafelt",The Lancet,2016
10.1370/afm.2122,28893812,,"Impact of Scribes on Physician Satisfaction, Patient Satisfaction, and Charting Efficiency: A Randomized Controlled Trial","PURPOSE
Scribes are increasingly being used in clinical practice despite a lack of high-quality evidence regarding their effects. Our objective was to evaluate the effect of medical scribes on physician satisfaction, patient satisfaction, and charting efficiency.","Risha Gidwani,Cathina Nguyen,Alexis Kofoed,Catherine Carragee,Tracy Rydel,Tracy Rydel,Ian Nelligan,Amelia L. Sattler,Megan R. Mahoney,Steven Lin",Annals of Family Medicine,2017
10.1001/jamainternmed.2017.4340,28973070,,The Business Case for Investing in Physician Well-being,"Importance  Widespread burnout among physicians has been recognized for more than 2 decades. Extensive evidence indicates that physician burnout has important personal and professional consequences.  Observations  A lack of awareness regarding the economic costs of physician burnout and uncertainty regarding what organizations can do to address the problem have been barriers to many organizations taking action. Although there is a strong moral and ethical case for organizations to address physician burnout, financial principles (eg, return on investment) can also be applied to determine the economic cost of burnout and guide appropriate investment to address the problem. The business case to address physician burnout is multifaceted and includes costs associated with turnover, lost revenue associated with decreased productivity, as well as financial risk and threats to the organization’s long-term viability due to the relationship between burnout and lower quality of care, decreased patient satisfaction, and problems with patient safety. Nearly all US health care organizations have used similar evidence to justify their investments in safety and quality. Herein, we provide conservative formulas based on readily available organizational characteristics to determine the financial return on organizational investments to reduce physician burnout. A model outlining the steps of the typical organization’s journey to address this issue is presented. Critical ingredients to making progress include prioritization by leadership, physician involvement, organizational science/learning, metrics, structured interventions, open communication, and promoting culture change at the work unit, leader, and organization level.  Conclusions and Relevance  Understanding the business case to reduce burnout and promote engagement as well as overcoming the misperception that nothing meaningful can be done are key steps for organizations to begin to take action. Evidence suggests that improvement is possible, investment is justified, and return on investment measurable. Addressing this issue is not only the organization’s ethical responsibility, it is also the fiscally responsible one.","Tait D. Shanafelt,Joel Goh,Christine A. Sinsky",JAMA Internal Medicine,2017
10.1377/hlthaff.2018.05509,31260371,,Physicians' Well-Being Linked To In-Basket Messages Generated By Algorithms In Electronic Health Records.,"Despite concerns about physicians’ workload associated with electronic health records (EHRs), little attention has been paid to the relationship between physicians’ well-being and the in-basket mes...","Ming Tai-Seale,Ellis C Dillon,Yan Yang,Robert Nordgren,Ruth L. Steinberg,Teresa Nauenberg,Tim C. Lee,Amy Meehan,Jinnan Li,Albert S. Chan,Dominick L. Frosch",Health Affairs,2019
10.1016/0002-9378(95)90252-x,7645608,,A piece of my mind.,,Samuel M. Goodrich,American Journal of Obstetrics and Gynecology,1995
,14728176,,"Are Electronic Medical Records Trustworthy? Observations on Copying, Pasting and Duplication","As routine use of on-line progress notes in US Department of Veterans Affairs facilities grew rapidly in the past decade, health information managers and clinicians began to notice that authors sometimes copied text from old notes into new notes. Other sources of duplication were document templates that inserted boilerplate text or patient data into notes. Word-processing and templates aided the transition to electronic notes, but enabled author copying and sometimes led to lengthy, hard-to-read records stuffed with data already available on-line. Investigators at a VA center recognized for pioneering a fully electronic record system analyzed author copying and template-generated duplication with adapted plagiarism-detection software. Nine percent of progress notes studied contained copied or duplicated text. Most copying and duplication was benign, but some introduced misleading errors into the record and some seemed possibly unethical or potentially unsafe. High-risk author copying occurred once for every 720 notes, but one in ten electronic charts contained an instance of high-risk copying. Careless copying threatens the integrity of on-line records. Clear policies, practitioner consciousness-raising and development of effective monitoring procedures are recommended to protect the value of electronic patient records.","Kenric W. Hammond,Kenric W. Hammond,Susan Helbig,Craig C. Benson,Craig C. Benson,Beverly M. Brathwaite-Sketoe",,2003
10.1016/j.accreview.2005.06.019,,,Role of Computerized Physician Order Entry Systems in Facilitating Medication Errors,"DepartmentofSociology(DrKop-pel), Department of Medicine, Cardiovascular Divi-sion (Dr Kimmel) and General Medicine Division (DrsMetlay and Strom), Center for Clinical Epidemiologyand Biostatistics (Drs Koppel, Metlay, Cohen, Kim-mel, and Strom and Mr Localio), Department of Bio-statisticsandEpidemiology(DrsMetlay,Kimmel,andStrom and Mr Localio), Department of Pharmacol-ogy (Dr Strom), Center for Education and Researchin Therapeutics (Drs Metlay and Strom and Mr Lo-calio), University of Pennsylvania School of Medicine(MrAbaluck),Philadelphia;andCenterforHealthEq-uity Research and Promotion, Department of Veter-ans Affairs, Philadelphia (Dr Metlay).","Ross Koppel,Joshua P. Metlay,Abigail Cohen",Acc Current Journal Review,2005
10.1007/s11606-007-0363-5,17891503,,Meeting the Imperative to Improve Physician Well-being: Assessment of an Innovative Program,"BACKGROUND
Improving physician health and performance is critical to successfully meet the challenges facing health systems that increasingly emphasize productivity. Assessing long-term efficacy and sustainability of programs aimed at enhancing physician and organizational well-being is imperative.","Patrick M. Dunn,Bengt B. Arnetz,John F. Christensen,John F. Christensen,Louis Homer",Journal of General Internal Medicine,2007
10.1097/01.hmr.0000281626.28363.59,17666991,,"The relationship of organizational culture, stress, satisfaction, and burnout with physician-reported error and suboptimal patient care: results from the MEMO study.","BACKGROUND: A report by the Institute of Medicine suggests that changing the culture of health care organizations may improve patient safety. Research in this area, however, is modest and inconclusive. Because culture powerfully affects providers, and providers are a key determinant of care quality, the MEMO study (Minimizing Error, Maximizing Outcome) introduces a new model explaining how physician work attitudes may mediate the relationship between culture and patient safety. RESEARCH QUESTIONS: (1) Which cultural conditions affect physician stress, dissatisfaction, and burnout? and (2) Do stressed, dissatisfied, and burned out physicians deliver poorer quality care? METHODS: A conceptual model incorporating the research questions was analyzed via structural equation modeling using a sample of 426 primary care physicians participating in MEMO. FINDINGS: Culture, overall, played a lesser role than hypothesized. However, a cultural emphasis on quality played a key role in both quality outcomes. Further, we found that stressed, burned out, and dissatisfied physicians do report a greater likelihood of making errors and more frequent instance of suboptimal patient care. PRACTICE IMPLICATIONS: Creating and sustaining a cultural emphasis on quality is not an easy task, but is worthwhile for patients, physicians, and health care organizations. Further, having clinicians who are satisfied and not burned out or stressed contributes substantially to the delivery of quality care.","Eric S. Williams,Linda Baier Manwell,Thomas R. Konrad,Mark Linzer",Health Care Management Review,2007
10.1016/j.amjmed.2009.02.010,19486708,,Copy and paste: a remediable hazard of electronic health records.,,"Eugenia L. Siegler,Ronald D. Adelman",The American Journal of Medicine,2009
10.1197/jamia.m3390,20064801,,Quantifying clinical narrative redundancy in an electronic health record.,"Objective Although electronic notes have advantages compared to handwritten notes, they take longer to write and promote information redundancy in electronic health records (EHRs). We sought to quantify redundancy in clinical documentation by studying collections of physician notes in an EHR.

Design and methods We implemented a retrospective design to gather all electronic admission, progress, resident signout and discharge summary notes written during 100 randomly selected patient admissions within a 6 month period. We modified and applied a Levenshtein edit-distance algorithm to align and compare the documents written for each of the 100 admissions. We then identified and measured the amount of text duplicated from previous notes. Finally, we manually reviewed the content that was conserved between note types in a subsample of notes.

Measurements We measured the amount of new information in a document, which was calculated as the number of words that did not match with previous documents divided by the length, in words, of the document. Results are reported as the percentage of information in a document that had been duplicated from previously written documents.

Results Signout and progress notes proved to be particularly redundant, with an average of 78% and 54% information duplicated from previous documents respectively. There was also significant information duplication between document types (eg, from an admission note to a progress note).

Conclusion The study established the feasibility of exploring redundancy in the narrative record with a known sequence alignment algorithm used frequently in the field of bioinformatics. The findings provide a foundation for studying the usefulness and risks of redundancy in the EHR.","Jesse O. Wrenn,Daniel M. Stein,Suzanne Bakken,Peter D. Stetson",Journal of the American Medical Informatics Association,2010
,,,A qualitative analysis of EHR clinical document synthesis by clinicians.,"Clinicians utilize electronic health record (EHR) systems during time-constrained patient encounters where large amounts of clinical text must be synthesized at the point of care. Qualitative methods may be an effective approach for uncovering cognitive processes associated with the synthesis of clinical documents within EHR systems. We utilized a think-aloud protocol and content analysis with the goal of understanding cognitive processes and barriers involved as medical interns synthesized patient clinical documents in an EHR system to accomplish routine clinical tasks. Overall, interns established correlations of significance and meaning between problem, symptom and treatment concepts to inform hypotheses generation and clinical decision-making. Barriers identified with synthesizing EHR documents include difficulty searching for patient data, poor readability, redundancy, and unfamiliar specialized terms. Our study can inform recommendations for future designs of EHR clinical document user interfaces to aid clinicians in providing improved patient care.","Oladimeji Farri,David S. Pieckiewicz,Ahmed S. Rahman,Ahmed S. Rahman,Terrence J. Adam,Serguei V. S. Pakhomov,Genevieve B. Melton",,2012
10.1001/jama.2012.4946,22797449,,The Cost of Technology,,Elizabeth Toll,JAMA,2012
10.7326/0003-4819-159-10-201311190-00006,24247673,,"Electronic Patient Portals: Evidence on Health Outcomes, Satisfaction, Efficiency, and Attitudes: A Systematic Review","BACKGROUND: Patient portals tied to provider electronic health record (EHR) systems are increasingly popular. PURPOSE: To systematically review the literature reporting the effect of patient portals on clinical care. DATA SOURCES: PubMed and Web of Science searches from 1 January 1990 to 24 January 2013. STUDY SELECTION: Hypothesis-testing or quantitative studies of patient portals tethered to a provider EHR that addressed patient outcomes, satisfaction, adherence, efficiency, utilization, attitudes, and patient characteristics, as well as qualitative studies of barriers or facilitators, were included. DATA EXTRACTION: Two reviewers independently extracted data and addressed discrepancies through consensus discussion. DATA SYNTHESIS: From 6508 titles, 14 randomized, controlled trials; 21 observational, hypothesis-testing studies; 5 quantitative, descriptive studies; and 6 qualitative studies were included. Evidence is mixed about the effect of portals on patient outcomes and satisfaction, although they may be more effective when used with case management. The effect of portals on utilization and efficiency is unclear, although patient race and ethnicity, education level or literacy, and degree of comorbid conditions may influence use. LIMITATION: Limited data for most outcomes and an absence of reporting on organizational and provider context and implementation processes. CONCLUSION: Evidence that patient portals improve health outcomes, cost, or utilization is insufficient. Patient attitudes are generally positive, but more widespread use may require efforts to overcome racial, ethnic, and literacy barriers. Portals represent a new technology with benefits that are still unclear. Better understanding requires studies that include details about context, implementation factors, and cost.","Caroline Goldzweig,Greg Orshansky,Neil M. Paige,Ali Towfigh,David A. Haggstrom,Isomi M Miake-Lye,Jessica M Beroes,Paul G. Shekelle",Annals of Internal Medicine,2013
,,,Factors Affecting Physician Professional Satisfaction,This fact sheet describes the results of research into the factors influencing physician professional satisfaction and their implications for health care.,"Mark W. Friedberg,Kristin R. Van Busum,Peggy G. Chen,Frances Aunon,Chau Pham,John P. Caloyeras,Soeren Mattke,Emma Pitchforth,Denise D. Quigley,Robert H. Brook,F. Jay Crosson,Michael A. Tutty",,2013
10.2147/ceor.s49010,23966799,,"Impact of scribes on patient interaction, productivity, and revenue in a cardiology clinic: a prospective study","mObjective: Scribes have been used in the emergency department to improve physician productivity and patient interaction. There are no controlled, prospective studies of scribe use in the clinic setting. Methods: A prospective controlled study compared standard visits (20 minute follow-up and 40 minute new patient) to a scribe system (15 minute follow-up and 30 minute new patient) in a cardiology clinic. Physician productivity, patient satisfaction, physician–patient interaction, and revenue were measured. Results: Four physicians saw 129 patients using standard care and 210 patients with scribes during 65 clinic hours each. Patients seen per hour increased (P , 0.001) from 2.2 ± 0.3 to 3.5 ± 0.4 (59% increase) and work relative value units (wRVU) per hour increased (P , 0.001) from 3.5 ± 1.3 to 5.5 ± 1.3 (57% increase). Patient satisfaction was high at baseline and unchanged with scribes. In a substudy, direct patient contact time was lower (9.1 ± 2.0 versus 12.9 ± 3.4 minutes; P , 0.01) for scribe visits, but time of patient interaction (without computer) was greater (6.7 ± 2.1 versus 1.5 ± 1.9 minutes; P , 0.01). Subjective assessment of physician–patient interaction (1–10) was higher (P , 0.01) on scribe visits (9.1 ± 0.9 versus 7.9 ± 1.1). Direct and indirect (downstream) revenue per patient seen was $142 and $2,398, with $205,740 additional revenue generated from the 81 additional patients seen with scribes. Conclusion: Using scribes in a cardiology clinic is feasible, produces improvements in physician–patient interaction, and results in large increases in physician productivity and system cardiovascular revenue.","Alan J. Bank,Alan J. Bank,Christopher Obetz,Ann Konrardy,Akbar Khan,Kamalesh M Pillai,Benjamin J McKinley,Ryan M. Gage,Mark A Turnbull,William O Kenney",ClinicoEconomics and Outcomes Research,2013
10.1007/s11606-013-2376-6,23595927,,"In the Wake of the 2003 and 2011 Duty Hours Regulations, How Do Internal Medicine Interns Spend Their Time?","BACKGROUND
The 2003 and 2011 Accreditation Council for Graduate Medical Education (ACGME) common program requirements compress busy inpatient schedules and increase intern supervision. At the same time, interns wrestle with the effects of electronic medical record systems, including documentation needs and availability of an ever-increasing amount of stored patient data.","Lauren Block,Robert Habicht,Albert W. Wu,Sanjay V. Desai,Kevin Wang,Kevin Y. Wang,Kathryn Novello Silva,Timothy Niessen,Nora Oliver,Leonard Feldman",Journal of General Internal Medicine,2013
10.7326/m13-2589,24842418,,"Electronic health records: design, implementation, and policy for higher-value primary care.",Use of electronic health records (EHRs) has grown over the past decade. The authors of this commentary believe that EHRs are inconsistently aligned with the needs of primary care patients and physi...,"Christine A. Sinsky,John W. Beasley,Greg E. Simmons,Richard J. Baron",Annals of Internal Medicine,2014
10.1001/jamainternmed.2014.4506,25200944,,Use of internist's free time by ambulatory care Electronic Medical Record systems.,,"Clement J. McDonald,Fiona M. Callaghan,Arlene Weissman,Rebecca M. Goodwin,Mallika Mundkur,Thomson Kuhn",JAMA Internal Medicine,2014
10.3122/jabfm.2015.03.140244,25957364,,Physician Information Needs and Electronic Health Records (EHRs): Time to Reengineer the Clinic Note,"Background: Primary care physicians face cognitive overload daily, perhaps exacerbated by the form of electronic health record documentation. We examined physician information needs to prepare for clinic visits, focusing on past clinic progress notes. Methods: This study used cognitive task analysis with 16 primary care physicians in the scenario of preparing for office visits. Physicians reviewed simulated acute and chronic care visit notes. We collected field notes and document highlighting and review, and we audio-recorded cognitive interview while on task, with subsequent thematic qualitative analysis. Member checks included the presentation of findings to the interviewed physicians and their faculty peers. Results: The Assessment and Plan section was most important and usually reviewed first. The History of the Present Illness section could provide supporting information, especially if in narrative form. Physicians expressed frustration with the Review of Systems section, lamenting that the forces driving note construction did not match their information needs. Repetition of information contained in other parts of the chart (eg, medication lists) was identified as a source of note clutter. A workflow that included a patient summary dashboard made some elements of past notes redundant and therefore a source of clutter. Conclusions: Current ambulatory progress notes present more information to the physician than necessary and in an antiquated format. It is time to reengineer the clinic progress note to match the workflow and information needs of its primary consumer. (J Am Board Fam Med 2015;28:316‐323.)","Richelle J. Koopman,Linsey M. Steege,Joi L. Moore,Martina A. Clarke,Shannon M. Canfield,Min Soon Kim,Jeffery L. Belden",Journal of the American Board of Family Medicine,2015
10.3122/jabfm.2015.03.140224,25957370,,The use of medical scribes in health care settings: a systematic review and future directions.,"Background:  Electronic health records (EHRs) hold promise to improve productivity, quality, and outcomes; however, using EHRs can be cumbersome, disruptive to workflow, and off-putting to patients and clinicians. One proposed solution to this problem is the use of medical scribes. The purpose of this systematic review is to summarize the literature investigating the effect of medical scribes on health care productivity, quality, and outcomes. Implications for future research are discussed.  Methods:  A keyword search of the Cochrane Library, OvidSP Medline database, and Embase database from January 2000 through September 2014 was performed using the terms  scribe  or  scribes  in the title or abstract. To ensure no potentially eligible articles were missed, a second search was done using Google Scholar. English-language, peer-reviewed studies assessing the effect of medical scribes on health care productivity, quality, and outcomes were retained. Identified studies were assessed and the findings reported.  Results:  Five studies were identified. Three studies assessed scribe use in an emergency department, 1 in a cardiology clinic, and 1 in a urology clinic. Two of 3 studies reported scribes had no effect on patient satisfaction; 2 of 2 reported improved clinician satisfaction; 2 of 3 reported an increase in the number of patients; 2 of 2 reported an increase in the number of relative value units per hour; 1 of 1 reported increased revenue; 3 of 4 reported improved time-related efficiencies; and 1 of 1 reported improved patient-clinician interactions.  Conclusions:  Available evidence suggests medical scribes may improve clinician satisfaction, productivity, time-related efficiencies, revenue, and patient–clinician interactions. Because the number of studies is small, and because each study suffered important limitations, confidence in the reliability of the evidence is significantly constrained. Given the nascent state of the science, methodologically rigorous and sufficiently powered studies are greatly needed.","Cameron G. Shultz,Heather L. Holmstrom",Journal of the American Board of Family Medicine,2015
