DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.2196/13313,31162125,,Unintended Consequences of Nationwide Electronic Health Record Adoption: Challenges and Opportunities in the Post-Meaningful Use Era.,"The US health system has recently achieved widespread adoption of electronic health record (EHR) systems, primarily driven by financial incentives provided by the Meaningful Use (MU) program. Although successful in promoting EHR adoption and use, the program, and other contributing factors, also produced important unintended consequences (UCs) with far-reaching implications for the US health system. Based on our own experiences from large health information technology (HIT) adoption projects and a collection of key studies in HIT evaluation, we discuss the most prominent UCs of MU: failed expectations, EHR market saturation, innovation vacuum, physician burnout, and data obfuscation. We identify challenges resulting from these UCs and provide recommendations for future research to empower the broader medical and informatics communities to realize the full potential of a now digitized health system. We believe that fixing these unanticipated effects will demand efforts from diverse players such as health care providers, administrators, HIT vendors, policy makers, informatics researchers, funding agencies, and outside developers; promotion of new business models; collaboration between academic medical centers and informatics research departments; and improved methods for evaluations of HIT.","Tiago K. Colicchio,James J. Cimino,Guilherme Del Fiol",Journal of Medical Internet Research,2019
,,,Applying Speech Recognition and Language Processing Methods to Transcribe and Structure Physicians’ Audio Notes to a Standardized Clinical Report Format,,Syed Muhammad Faizan,,2020
10.1097/ccm.0000000000004200,,,Clinical Documentation for Intensivists: The Impact of Diagnosis Documentation.,"OBJECTIVES: The aim of this review is to describe the interaction of clinical documentation with patient care, measures of patient acuity, quality metrics, research database accuracy, and healthcare reimbursement in order to highlight potential areas of improvement for intensivists. DATA SOURCES: An online search of PubMed was undertaken as well as review of resources published by the American Academy of Pediatrics, the Society of Critical Care Medicine, the American Medical Association, and the Association of Clinical Documentation Improvement Specialists. STUDY SELECTION: Selected publications included those that described coding, medical record documentation, healthcare reimbursement, quality metrics, administrative databases, Clinical Documentation Improvement programs, medical scribe programs, and various payment models. DATA EXTRACTION: Relevant information was extracted to highlight the impact of diagnosis documentation on patient care, perceived patient severity of illness, quality metrics, and healthcare reimbursement. Query data from our hospital's Clinical Documentation Improvement program were reviewed to highlight areas of improvement within our own Division of Critical Care Medicine. Additionally, interventions to improve clinical documentation were incorporated into this review. DATA SYNTHESIS: Available data in the literature indicate that documentation of precise diagnoses in the medical record has a positive impact on quality metrics, accuracy of administrative databases, hospital reimbursement, and perceived patient complexity. However, there is insufficient data to make conclusions regarding documentation of specific diagnoses and effects on patient care. Administrative responsibilities associated with documentation have been increasing, especially with the introduction of electronic medical records. CONCLUSIONS: Documentation of specific diagnoses in the medical record is important in the broad context of our existing medical system but there is an associated burden in doing so. Widespread implementation of electronic medical record systems has inadvertently led to clinician dissatisfaction and burnout. Research is needed to further evaluate the impact of documentation on patient care as well as steps to decrease the associated burden.","Amy L Sanderson,Jeffrey P. Burns",Critical Care Medicine,2020
10.1016/j.ajo.2019.11.030,31811860,,Electronic Health Records in Ophthalmology: Source and Method of Documentation.,"Purpose  This study analyzed and quantified the sources of electronic health record (EHR) text documentation in ophthalmology progress notes.    Design  EHR documentation review and analysis.    Methods   S   etting  : a single academic ophthalmology department.  S   tudy population  : a cohort study conducted between November 1, 2016, and December 31, 2018, using secondary EHR data and a follow-up manual review of a random samples. The cohort study included 123,274 progress notes documented by 42 attending providers. These notes were for patients with the 5 most common primary International Statistical Classification of Diseases and Related Health Problems, version 10, parent codes for each provider. For the manual review, 120 notes from 8 providers were randomly sampled. Main outcome measurements were characters or number of words in each note categorized by attribution source, author type, and time of creation.    Results  Imported text entries made up the majority of text in new and return patients, 2,978 characters (77%) and 3,612 characters (91%). Support staff members authored substantial portions of notes; 3,024 characters (68%) of new patient notes, 3,953 characters (83%) of return patient notes. Finally, providers completed large amounts of documentation after clinical visits: 135 words (35%) of new patient notes, 102 words (27%) of return patient notes.    Conclusions  EHR documentation consists largely of imported text, is often authored by support staff, and is often written after the end of a visit. These findings raise questions about documentation accuracy and utility and may have implications for quality of care and patient-provider relationships.","Bradley S. Henriksen,Isaac H. Goldstein,Adam Rule,Abigail E. Huang,Haley Lane Dusek,Austin Igelman,Michael F. Chiang,Michelle R. Hribar",American Journal of Ophthalmology,2020
10.1093/jamia/ocz220,32016375,,Electronic health records and burnout: Time spent on the electronic health record after hours and message volume associated with exhaustion but not with cynicism among primary care clinicians,"OBJECTIVES: The study sought to determine whether objective measures of electronic health record (EHR) use-related to time, volume of work, and proficiency-are associated with either or both components of clinician burnout: exhaustion and cynicism. MATERIALS AND METHODS: We combined Maslach Burnout Inventory survey measures (94% response rate; 122 of 130 clinicians) with objective, vendor-defined EHR use measures from log files (time after hours on clinic days; time on nonclinic days; message volume; composite measures of efficiency and proficiency). Data were collected in early 2018 from all primary care clinics of a large, urban, academic medical center. Multivariate regression models measured the association between each burnout component and each EHR use measure. RESULTS: One-third (34%) of clinicians had high cynicism and 51% had high emotional exhaustion. Clinicians in the top 2 quartiles of EHR time after hours on scheduled clinic days (those above the sample median of 68 minutes per clinical full-time equivalent per week) had 4.78 (95% confidence interval [CI], 1.1-20.1; P = .04) and 12.52 (95% CI, 2.6-61; P = .002) greater odds of high exhaustion. Clinicians in the top quartile of message volume (>307 messages per clinical full-time equivalent per week) had 6.17 greater odds of high exhaustion (95% CI, 1.1-41; P = .04). No measures were associated with high cynicism. DISCUSSION: EHRs have been cited as a contributor to clinician burnout, and self-reported data suggest a relationship between EHR use and burnout. As organizations increasingly rely on objective, vendor-defined EHR measures to design and evaluate interventions to reduce burnout, our findings point to the measures that should be targeted. CONCLUSIONS: Two specific EHR use measures were associated with exhaustion.","Julia Adler-Milstein,Wendi Zhao,Rachel Willard-Grace,Margae Knox,Kevin Grumbach",Journal of the American Medical Informatics Association,2020
10.7326/m19-2407,31958802,,Envisioning a Better U.S. Health Care System for All: Health Care Delivery and Payment System Reforms.,"The American College of Physicians (ACP) has long advocated for universal access to high-quality health care in the United States. Yet, it is essential that the U.S. health system goes beyond ensuring coverage, efficient delivery systems, and affordability. Fundamental restructuring of payment policies and delivery systems is required to achieve a health care system that puts patients' interests first and supports physicians and their care teams to deliver high-value, patient- and family-centered care. The ACP calls for reform of U.S. payment, delivery, and information technology systems to achieve this vision. The ACP's recommendations include increased investment in primary care; alignment of financial incentives to achieve better patient outcomes, lower costs, reduce inequities in health care, and facilitate team-based care; freeing patients and physicians of inefficient administrative and billing tasks and documentation requirements; and development of health information technologies that enhance the patient-physician relationship.","Shari M. Erickson,Brian Outland,Suzanne Joy,Brooke Rockwern,Josh Serchen,Ryan D. Mire,Jason M. Goldman",Annals of Internal Medicine,2020
10.2215/cjn.10190819,32184295,,Nephrology Fellows' and Program Directors' Perceptions of Hospital Rounds in the United States.,"Background and objectives  Hospital rounds are a traditional vehicle for patient-care delivery and experiential learning for trainees. We aimed to characterize practices and perceptions of rounds in United States nephrology training programs.  Design, setting, participants, & measurements  We conducted a national survey of United States nephrology fellows and program directors. Fellows received the survey after completing the 2019 National Board of Medical Examiners Nephrology In-Training Exam. Program directors received the survey at the American Society of Nephrology’s 2019 Nephrology Training Program Directors’ Retreat. Surveys assessed the structure and perceptions of rounds, focusing on workload, workflow, value for patient care, and fellows’ clinical skill-building. Directors were queried about their expectations for fellow prerounds and efficiency of rounds. Responses were quantified by proportions.  Results  Fellow and program director response rates were 73% (n=621) and 70% (n=55). Most fellows (74%) report a patient census of >15, arrive at the hospital before 7:00 am (59%), and complete progress notes after 5:00 pm (46%). Among several rounding activities, fellows most valued bedside discussions for building their clinical skills (34%), but only 30% examine all patients with the attending at the bedside. Most directors (71%) expect fellows to both examine patients and collect data before attending-rounds. A majority (78%) of directors commonly complete their documentation after 5:00 pm, and for 36%, after 8:00 pm. Like fellows, directors most value bedside discussion for development of fellows’ clinical skills (44%). Lack of preparedness for the rigors of nephrology fellowship was the most-cited barrier to efficient rounds (31%).  Conclusions  Hospital rounds in United States nephrology training programs are characterized by high patient volumes, early-morning starts, and late-evening clinical documentation. Fellows use a variety of prerounding styles and examine patients at the beside with their attendings at different frequencies.  Podcast  This article contains a podcast at https://www.asn-online.org/media/podcast/CJASN/2020_03_17_CJN.10190819.mp3","Suzanne M. Boyle,Suzanne M. Boyle,Keshab Subedi,Kurtis A. Pivert,Meera N. Harhay,Jaime Baynes-Fields,Jesse Goldman,Jesse Goldman,Karen M. Warburton",Clinical Journal of The American Society of Nephrology,2020
10.1016/j.amjmed.2019.08.034,31520624,,Physician Stress and Burnout,"Abstract   Tens (or hundreds) of thousands of Americans die each year as a result of preventable medical errors. Changes in the practice and business of medicine have caused some to question whether burnout among physicians and other healthcare providers may adversely affect patient outcomes. A clear consensus supports the contention that burnout affects patients, albeit with low quality objective data. The psychological and physical impact on physicians and other providers is quite clear however, and the impact on the physician workforce (where large shortages are projected) is yet another cause for concern. We have all heard the airplane safety announcement remind us to “please put on your own oxygen mask first before assisting others.” But, like many airline passengers (very few of whom use oxygen masks correctly when they are needed), physicians often do not recognize symptoms of burnout or depression, and even less often do they seek help. We detail causes and consequences of physician burnout and propose solutions to increase physician work satisfaction.","Scott W. Yates,Scott W. Yates",The American Journal of Medicine,2020
10.1016/j.colegn.2019.06.006,,,The impact of an integrated electronic health record on nurse time at the bedside: A pre-post continuous time and motion study,"Abstract   Background  Evidence about the effectiveness of electronic health records in improving nursing workload efficiency is uncertain.    Aim  To measure, compare and describe nurse time spent on patient care prior to, and following implementation of an integrated electronic health record roll-out using a standardised approach.    Design  Structured, continuous observation, pre-post time and motion design.    Methods  Continuous observations took place in general wards in surgical and medical divisions of a tertiary hospital in South East Queensland from November 2015 to July 2017. Trained nurse observers independently observed and recorded patient care provided by consenting direct-care nurses over the course of an entire clinical shift in surgical wards or during medication rounds in medical wards. Care activities were timed and coded into categories (direct care, indirect care, ward related activities, documentation, personal and miscellaneous activities), and additional elements that influence nursing care. Descriptive statistics including frequency, percentages and median duration were reported for care activities with differences between pre- and post-implementation reported.    Findings  Direct-care nurses (n=51) were observed for the duration of an entire clinical shift or during a medication round with a total of 6209 activities observed in both divisions. Most nursing activities occurred at the patient’s bedside prior to and following the implementation of an integrated electronic health record. In the surgical division, direct care activities (such as assessing patient needs and preparing and administering ordered medications), and ward related activities (such as cleaning and clerical work) showed a significant decrease (p=    Discussion  There was a significant increase in median time for documentation activities within an 18-month period following roll-out. However, this increase occurred as a result of the integrated electronic health record roll-out. Pre-implementation training assisted nurse adaptation. Workflows may improve as clinicians become more familiar with the digital system.    Conclusion  While the move from paper-based patient records to an integrated electronic health record did not significantly change the amount of nurse time at the bedside, or for the preparation and administration of ordered medications, there was a clear and consistent trend of increased documentation time and activities following implementation of the electronic health record. This knowledge may assist nurse leaders when implementing electronic health records.","Rachel Walker,Elizabeth Burmeister,Carol Jeffrey,Sean Birgan,Elizabeth Garrahy,Jenny Andrews,Adriana Hada,Leanne M. Aitken",Collegian,2020
10.7812/tpp/18-221,31314721,,A Daily Hospital Progress Note that Increases Physician Usability of the Electronic Health Record by Facilitating a Problem-Oriented Approach to the Patient and Reducing Physician Clerical Burden,"We suggest changes in the electronic health record (EHR) in hospitalized patients to increase EHR usability by optimizing the physician’s ability to approach the patient in a problem-oriented fashion and by reducing physician data entry and chart navigation. The framework for these changes is a Physician’s Daily Hospital Progress Note organized into 3 sections: Subjective, Objective, and a combined Assessment and Plan section, subdivided by problem titles. The EHR would consolidate information for each problem by: 1) juxtaposing to each problem title relevant medications, key durable results, and limitations; 2) entering in the running lists under Assessment and Plan the most relevant information for that day, including abbreviated versions of relevant reports; and 3) generating a flow sheet in a problem’s progress note for any key results tracked daily. To reduce physician EHR navigation, the EHR would place in the Objective section abbreviated versions of notes of other physicians, nurses, and allied health professionals as well as recent orders. The physician would enter only the analysis and plan and new information not included in the EHR. The consolidation of information for each problem would facilitate physician communication at points of transition of care including generation of a problem-oriented discharge summary.","James Sutton,Sutton Jm,James M Sutton,Ash,Steven R Ash,Al Makki A,Akram Al Makki,Rabih Kalakeche,Rabih Kalakeche,Kalakeche R",The Permanente Journal,2019
10.1093/jamia/ocy186,30668747,,Can informatics innovation help mitigate clinician burnout,,Suzanne Bakken,Journal of the American Medical Informatics Association,2019
10.1016/j.ophtha.2019.01.011,30664893,,Changes in Electronic Health Record Use Time and Documentation over the Course of a Decade.,"Purpose  With the current wide adoption of electronic health records (EHRs) by ophthalmologists, there are widespread concerns about the amount of time spent using the EHR. The goal of this study was to examine how the amount of time spent using EHRs as well as related documentation behaviors changed 1 decade after EHR adoption.    Design  Single-center cohort study.    Participants  Six hundred eighty-five thousand three hundred sixty-one office visits with 70 ophthalmology providers.    Methods  We calculated time spent using the EHR associated with each individual office visit using EHR audit logs and determined chart closure times and progress note length from secondary EHR data. We tracked and modeled how these metrics changed from 2006 to 2016 with linear mixed models.    Main Outcome Measures  Minutes spent using the EHR associated with an office visit, chart closure time in hours from the office visit check-in time, and progress note length in characters.    Results  Median EHR time per office visit in 2006 was 4.2 minutes (interquartile range [IQR], 3.5 minutes), and increased to 6.4 minutes (IQR, 4.5 minutes) in 2016. Median chart closure time was 2.8 hours (IQR, 21.3 hours) in 2006 and decreased to 2.3 hours (IQR, 18.5 hours) in 2016. In 2006, median note length was 1530 characters (IQR, 1435 characters) and increased to 3838 characters (IQR, 2668.3 characters) in 2016. Linear mixed models found EHR time per office visit was 31.9±0.2% (P     Conclusions  After 1 decade of use, providers spend more time using the EHR for an office visit, generate longer notes, and close the chart faster. These changes are likely to represent increased time and documentation pressure for providers. Electronic health record redesign and new documentation regulations may help to address these issues.","Isaac H. Goldstein,Thomas S. Hwang,Sowjanya Gowrisankaran,Sowjanya Gowrisankaran,Ryan Bales,Michael F. Chiang,Michelle R. Hribar",Ophthalmology,2019
10.1370/afm.2477,,,Changes in Rates and Content of Primary Care Visits Within an Evolving Health Care System,"It is no secret to patients and clinicians that the past decade has brought many changes to the organization, operations, and financing of health care in the United States. The Patient Protection and Affordable Care Act of 2010 (ACA) expanded the number of insured and otherwise reduced costs as a",Donald E. Pathman,Annals of Family Medicine,2019
10.2337/dci19-0020,31666233,,Diabetes Care Editors’ Expert Forum 2018: Managing Big Data for Diabetes Research and Care,"Technological progress in the past half century has greatly increased our ability to collect, store, and transmit vast quantities of information, giving rise to the term “big data.” This term refers to very large data sets that can be analyzed to identify patterns, trends, and associations. In medicine—including diabetes care and research—big data come from three main sources: electronic medical records (EMRs), surveys and registries, and randomized controlled trials (RCTs). These systems have evolved in different ways, each with strengths and limitations. EMRs continuously accumulate information about patients and make it readily accessible but are limited by missing data or data that are not quality assured. Because EMRs vary in structure and management, comparisons of data between health systems may be difficult. Registries and surveys provide data that are consistently collected and representative of broad populations but are limited in scope and may be updated only intermittently. RCT databases excel in the specificity, completeness, and accuracy of their data, but rarely include a fully representative sample of the general population. Also, they are costly to build and seldom maintained after a trial’s end. To consider these issues, and the challenges and opportunities they present, the editors of Diabetes Care convened a group of experts in management of diabetes-related data on 21 June 2018, in conjunction with the American Diabetes Association’s 78th Scientific Sessions in Orlando, FL. This article summarizes the discussion and conclusions of that forum, offering a vision of benefits that might be realized from prospectively designed and unified data-management systems to support the collective needs of clinical, surveillance, and research activities related to diabetes.","Matthew C. Riddle,Lawrence Blonde,Hertzel C. Gerstein,Edward W. Gregg,Rury R. Holman,John M. Lachin,Gregory A. Nichols,Alexander Turchin,William T. Cefalu",Diabetes Care,2019
10.1055/s-0039-1698465,31694054,,Neurological Dashboards and Consultation Turnaround Time at an Academic Medical Center.,"BackgroundNeurologists perform a significant amount of consultative work. Aggregative electronic health record (EHR) dashboards may help to reduce consultation turnaround time (TAT) which may reflect time spent interfacing with the EHR.     ObjectivesThis study was aimed to measure the difference in TAT before and after the implementation of a neurological dashboard.     MethodsWe retrospectively studied a neurological dashboard in a read-only, web-based, clinical data review platform at an academic medical center that was separate from our institutional EHR. Using our EHR, we identified all distinct initial neurological consultations at our institution that were completed in the 5 months before, 5 months after, and 12 months after the dashboard go-live in December 2017. Using log data, we determined total dashboard users, unique page hits, patient-chart accesses, and user departments at 5 months after go-live. We calculated TAT as the difference in time between the placement of the consultation order and completion of the consultation note in the EHR.     ResultsBy April 30th in 2018, we identified 269 unique users, 684 dashboard page hits (median hits/user 1.0, interquartile range [IQR]=1.0), and 510 unique patient-chart accesses. In 5 months before the go-live, 1,434 neurology consultations were completed with a median TAT of 2.0hours (IQR=2.5) which was significantly longer than during 5 months after the go-live, with 1,672 neurology consultations completed with a median TAT of 1.8hours (IQR=2.2; p=0.001). Over the following 7 months, 2,160 consultations were completed and median TAT remained unchanged at 1.8hours (IQR=2.5).     ConclusionAt a large academic institution, we found a significant decrease in inpatient consult TAT 5 and 12 months after the implementation of a neurological dashboard. Further study is necessary to investigate the cognitive and operational effects of aggregative dashboards in neurology and to optimize their use.","Benjamin R Kummer,Joshua Z. Willey,Michael J. Zelenetz,Yiping Hu,Soumitra Sengupta,Mitchell S.V. Elkind,George Hripcsak",Applied Clinical Informatics,2019
10.1016/j.cppeds.2019.100664,31588019,,Organizational strategies to reduce physician burnout and improve professional fulfillment.,"Burnout is highly prevalent among physicians and has been associated with negative outcomes for physicians, patients, staff, and health-care organizations. Reducing physician burnout and increasing physician well-being is a priority. Systematic reviews suggest that organization-based interventions are more effective in reducing physician burnout than interventions targeted at individual physicians. This consensus review by leaders in the field across multiple institutions presents emerging trends and exemplary evidence-based strategies to improve professional fulfillment and reduce physician burnout using Stanford's tripartite model of physician professional fulfillment as an organizing framework: practice efficiency, culture, and personal resilience to support physician well-being. These strategies include leadership traits, latitude of control and autonomy, collegiality, diversity, teamwork, top-of-license workflows, electronic health record (EHR) usability, peer support, confidential mental health services, work-life integration and reducing barriers to practicing a healthy lifestyle. The review concludes with evidence-based recommendations on establishing an effective physician wellness program.","Kristine Olson,Daniel Marchalik,H. Farley,Shannon M. Dean,Elizabeth Lawrence,Maryam S. Hamidi,Susannah Rowe,Joanne M. McCool,Cormac A. O'Donovan,Mark A. Micek,Mark A. Micek,Miriam T. Stewart",Current Problems in Pediatric and Adolescent Health Care,2019
10.1093/jamia/ocy145,30517663,,Physician stress and burnout: the impact of health information technology.,"Objective: To quantify how stress related to use of health information technology (HIT) predicts burnout among physicians. Methods: All 4197 practicing physicians in Rhode Island were surveyed in 2017 on their HIT use. Our main outcome was self-reported burnout. The presence of HIT-related stress was defined by report of at least 1 of the following: poor/marginal time for documentation, moderately high/excessive time spent on the electronic health record (EHR) at home, and agreement that using an EHR adds to daily frustration. We used logistic regression to assess the association between each HIT-related stress measure and burnout, adjusting for respondent demographics, practice characteristics, and the other stress measures. Results: Of the 1792 physician respondents (43% response rate), 26% reported burnout. Among EHR users (91%), 70% reported HIT-related stress, with the highest prevalence in primary care-oriented specialties. After adjustment, physicians reporting poor/marginal time for documentation had 2.8 times the odds of burnout (95% CI: 2.0-4.1; P<.0001), compared to those reporting sufficient time. Physicians reporting moderately high/excessive time on EHRs at home had 1.9 times the odds of burnout (95% CI: 1.4-2.8; P<.0001), compared to those with minimal/no EHR use at home. Those who agreed that EHRs add to their daily frustration had 2.4 times the odds of burnout (95% CI: 1.6-3.7; P<.0001), compared to those who disagreed. Conclusion: HIT-related stress is measurable, common (about 70% among respondents), specialty-related, and independently predictive of burnout symptoms. Identifying HIT-specific factors associated with burnout may guide healthcare organizations seeking to measure and remediate burnout among their physicians and staff.","Rebekah Gardner,Emily Cooper,Emily Cooper,Jacqueline Haskell,Daniel A. Harris,Sara Poplau,Philip J Kroth,Mark Linzer",Journal of the American Medical Informatics Association,2019
10.1093/jamiaopen/ooz012,31984362,,Protecting healing relationships in the age of electronic health records: report from an international conference.,"We present findings of an international conference of diverse participants exploring the influence of electronic health records (EHRs) on the patient–practitioner relationship. Attendees united around a belief in the primacy of this relationship and the importance of undistracted attention. They explored administrative, regulatory, and financial requirements that have guided United States (US) EHR design and challenged patient-care documentation, usability, user satisfaction, interconnectivity, and data sharing. The United States experience was contrasted with those of other nations, many of which have prioritized patient-care documentation rather than billing requirements and experienced high user satisfaction. Conference participants examined educational methods to teach diverse learners effective patient-centered EHR use, including alternative models of care delivery and documentation, and explored novel ways to involve patients as healthcare partners like health-data uploading, chart co-creation, shared practitioner notes, applications, and telehealth. Future best practices must preserve human relationships, while building an effective patient–practitioner (or team)-EHR triad.","Elizabeth Toll,Maria Alcocer Alkureishi,Wei Wei Lee,Stewart Babbott,Philip A Bain,John W. Beasley,Richard M. Frankel,Alice A Loveys,Hedy S. Wald,Susan Woods,Susan S. Woods,William R. Hersh",,2019
10.1007/978-3-030-16916-9_8,,,Reengineering Approaches for Learning Health Systems: Applications in Nursing Research to Learn from Safety Information Gaps and Workarounds to Overcome Electronic Health Record Silos,"Health systems engineering is an approach to effectively implement a learning health system to drive more efficient and safer care by adapting and aligning individual structures (e.g., applications) and processes (e.g., workflows) to optimize outcomes within a “system of systems”. Nurses have been described as particularly adept at identifying and utilizing workarounds to overcome poor system design. Workflows and workarounds are not limited to directly observable patient care activities; they also occur within documentation activities and can be modeled using metadata (data about data) from clinical information systems. This chapter will outline 3 broad approaches that can be triangulated within a systems engineering framework to reengineer nursing and patient care workflows and overcome information silos by actively learning from safety information gaps and workarounds within a health system: (1) “In the lab” participatory design and usability evaluation, (2) “In the wild” observations, and (3) “In the metadata” models of health care processes. Systems engineering methods can be applied to a broad range of healthcare processes to model workflow, data and information flow to support the development, integration, and optimization of health IT applications leveraging a 5-phase approach: problem analysis, design, development, implementation, and evaluation. In this chapter we present use cases of pragmatic applications grounded in theoretical and methodological approaches within a systems engineering framework that demonstrate the iterative nature of health IT evaluation. This chapter highlights the complexity of nursing and patient care workflows and the fact that even well-designed systems that adequately address socio-technical dimensions as part of the development process, require continued attention to workflow during and after implementation. Post-implementation attention to end-users’ concerns and feedback provides an opportunity for system optimization. Secondary analysis of EHR data after implementation can provide important clues about alignment with documentation workflows, effective information flow, and accurate data interpretation. These activities are needed to achieve a learning health care system and can be achieved if nursing domain experts work closely with data science experts throughout the system lifecycle to contextualize clinical analyses and help to successfully convert data into knowledge.","Sarah Collins Rossetti,Po-Yin Yen,Patricia C. Dykes,Kumiko O. Schnock,Kenrick Cato",,2019
10.2196/17585,,,Self-Perceptions of Readiness to Use Electronic Health Records Among Medical Students: Survey Study,"BACKGROUND: Although several national organizations have declared the ability to work with electronic health records (EHRs) as a core competency of medical education, EHR education and use among medical students vary widely. Previous studies have reported EHR tasks performed by medical students, but students' self-perceived readiness and comfort with EHRs are relatively unknown. OBJECTIVE: This study aimed to better understand medical students' self-perceived readiness to use EHRs to identify potential curricular gaps and inform future training efforts based on students' perspectives. METHODS: The authors deployed a survey investigating self-perceived comfort with EHRs at 2 institutions in the United States in May 2019. Descriptive statistics were generated regarding demographics, comfort level with various EHR-related tasks, and cross-institutional comparisons. We also assessed the impact of extracurricular EHR experience on comfort level. RESULTS: In total, 147 medical students responded, of which 80 (54.4%) were female, with equal distribution across all 4 years of training. Overall confidence was generally higher for students with longer extracurricular EHR experience, even when adjusted for age, gender, year of training, and institution. Students were most comfortable with tasks related to looking up information in the EHR and felt less comfortable with tasks related to entering new information and managing medications. Fourth-year students at both schools reported similar levels of comfort with EHR use, despite differences in preclinical EHR training. Open-ended comments emphasized the value of experiential training over didactic formats. CONCLUSIONS: Information entry and medication management in the EHR represent areas for future curricular development. Experiential training via extracurricular activities and early clinical exposure may be high-yield approaches to help medical students achieve critical EHR competencies.","Lina Lander,Sally L. Baxter,Gary L Cochran,Helena E. Gali,Kristen Cook,Thomas Hatch,Regan Taylor,Linda Awdishu",,2019
10.1016/j.ajo.2019.03.014,30910517,,Time Requirements of Paper-Based Clinical Workflows and After-Hours Documentation in a Multispecialty Academic Ophthalmology Practice.,"Purpose  To assess time requirements for patient encounters and estimate after-hours demands of paper-based clinical workflows in ophthalmology.    Design  Time-and-motion study with a structured survey.    Methods  This study was conducted in a single academic ophthalmology department. A convenience sample consisted of 7 attending ophthalmologists from 6 subspecialties observed during 414 patient encounters for the time-motion analysis and 12 attending ophthalmologists for the survey. Outcome measurements consisted of total time spent by attending ophthalmologists per patient and time spent on documentation, examination, and talking with patients. The survey assessed time requirements of documentation-related activities performed outside of scheduled clinic hours.    Results  Among the 7 attending ophthalmologists observed (6 men and 1 woman), mean ± SD age 43.9 ±7.1 years, during encounters with 414 patients (57.8 ± 24.6 years of age), total time spent per patient was 8.1 ± 4.8minutes, with 2.8 ± 1.4minutes (38%) for documentation, 1.2 ± 0.9minutes (17%) for examination, and 3.3 ± 3.1minutes (37%) for talking with patients. New patient evaluations required significantly more time than routine follow-up visits and postoperative visits. Higher clinical volumes were associated with less time per patient. Survey results indicated that paper-based documentation was associated with minimal after-hours work on weeknights and weekends.    Conclusions  Paper-based documentation takes up a substantial portion of the total time spent for patient care in outpatient ophthalmology clinics but is associated with minimal after-hours work. Understanding paper-based clinical workflows may help inform targeted strategies for improving electronic health record use in ophthalmology.","Sally L. Baxter,Helena E. Gali,Abigail E. Huang,Marlene Millen,Robert El-Kareh,Eric Nudleman,Shira L. Robbins,Christopher W.D. Heichel,Andrew Camp,Bobby S. Korn,Jeffrey E. Lee,Don O. Kikkawa,Christopher A. Longhurst,Michael F. Chiang,Michelle R. Hribar,Lucila Ohno-Machado",American Journal of Ophthalmology,2019
10.1001/jamainternmed.2018.3956,30242380,,Association of Medical Scribes in Primary Care With Physician Workflow and Patient Experience.,"Importance  Widespread adoption of electronic health records (EHRs) in medical care has resulted in increased physician documentation workload and decreased interaction with patients. Despite the increasing use of medical scribes for EHR documentation assistance, few methodologically rigorous studies have examined the use of medical scribes in primary care.  Objective  To evaluate the association of use of medical scribes with primary care physician (PCP) workflow and patient experience.  Design, Setting, and Participants  This 12-month crossover study with 2 sequences and 4 periods was conducted from July 1, 2016, to June 30, 2017, in 2 medical center facilities within an integrated health care system and included 18 of 24 eligible PCPs.  Interventions  The PCPs were randomly assigned to start the first 3-month period with or without scribes and then alternated exposure status every 3 months for 1 year, thereby serving as their own controls. The PCPs completed a 6-question survey at the end of each study period. Patients of participating PCPs were surveyed after scribed clinic visits.  Main Outcomes and Measures  PCP-reported perceptions of documentation burden and visit interactions, objective measures of time spent on EHR activity and required for closing encounters, and patient-reported perceptions of visit quality.  Results  Of the 18 participating PCPs, 10 were women, 12 were internal medicine physicians, and 6 were family practice physicians. The PCPs graduated from medical school a mean (SD) of 13.7 (6.5) years before the study start date. Compared with nonscribed periods, scribed periods were associated with less self-reported after-hours EHR documentation ( 900) and less than 25% of the visit on a computer (aOR, 31.5; 95% CI, 7.3-136.4). Encounter documentation was more likely to be completed by the end of the next business day during scribed periods (aOR, 2.8; 95% CI, 1.2-7.1). A total of 450 of 735 patients (61.2%) reported that scribes had a positive bearing on their visits; only 2.4% reported a negative bearing.  Conclusions and Relevance  Medical scribes were associated with decreased physician EHR documentation burden, improved work efficiency, and improved visit interactions. Our results support the use of medical scribes as one strategy for improving physician workflow and visit quality in primary care.","Pranita Mishra,Jacqueline C. Kiang,Richard W. Grant",JAMA Internal Medicine,2018
